Salary Estimate,Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time of Scrape,Time Unit
"$118,800 /yr (est.)",118800.0,Software QA Automation Engineer III,5,1,-1,"AeroVironment
3.6", CA,3.6,0,52,1001 to 5000 Employees,1971,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),3.6,3.7,3.5,2.9,3.5,2023-06-06 00:26:31.153014,yr
"$108,534 /yr (est.)",108534.0,DevOps Software Engineer,0,1,-1,"Ford Motor Company
4.1", MI,4.1,0,120,10000+ Employees,1903,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),3.8,4.0,3.9,3.5,3.9,2023-06-06 00:26:32.984847,yr
"$90,394 /yr (est.)",90394.0,System Resident Engineer,5,1,1,"Valeo
3.9", MI,3.9,0,100,10000+ Employees,1923,Company - Private,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),3.8,3.6,3.7,3.3,3.3,2023-06-06 00:26:34.674687,yr
"$232,500 /yr (est.)",232500.0,Integration Engineer,-1,-1,-1,"Applied Intuition
3.8", CA,3.8,0,6,51 to 200 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.4,3.9,4.2,4.1,3.0,2023-06-06 00:26:36.585156,yr
"$105,000 /yr (est.)",105000.0,Firmware Engineer,0,1,1,"Ampro ADLINK Technology, Inc.
3.7", CA,3.7,0,28,1001 to 5000 Employees,1995,Company - Public,Electronics Manufacturing,Manufacturing,$100 to $500 million (USD),3.7,3.6,3.5,3.3,4.2,2023-06-06 00:26:38.220105,yr
"$56,826 /yr (est.)",56826.0,Computer Engineer I,0,1,1,"DCS Corp
4.5", MI,4.5,0,46,1001 to 5000 Employees,1977,Company - Private,Research & Development,Management & Consulting,$100 to $500 million (USD),4.1,4.2,4.3,4.2,4.5,2023-06-06 00:26:39.910629,yr
$77.00 /hr (est.),160160.0,"Staff Software Engineer, Build",7,1,-1,"Ryzen Solutions
4.3", CA,4.3,0,24,51 to 200 Employees,1999,Company - Private,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),4.4,4.1,4.3,4.1,4.1,2023-06-06 00:26:41.573626,hr
"$133,140 /yr (est.)",133140.0,Principal ASIC Design Engineer @ Autonomous Driving Technology Leader,10,1,1,Recogni, CA,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 00:26:43.438785,yr
"$136,384 /yr (est.)",136384.0,Vehicle Dynamics Modeling Engineer,-1,-1,-1,"Tesla
3.6", CA,3.6,0,20,10000+ Employees,2003,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$1 to $5 billion (USD),3.7,3.7,3.3,3.1,2.9,2023-06-06 00:26:48.070624,yr
"$142,000 /yr (est.)",142000.0,"Developer Technology Engineer, AI - New College Grad 2023",0,1,-1,"Oski Technology
4.6", CA,4.6,0,30,10000+ Employees,1993,Company - Public,Computer Hardware Development,Information Technology,$5 to $10 billion (USD),4.4,4.5,4.6,4.4,4.2,2023-06-06 00:26:56.796316,yr
"$78,071 /yr (est.)",78071.0,Feature Development Engineer,3,1,1,"Veoneer USA
4.0", MI,4.0,0,-1,-1,-1,-1,-1,-1,-1,3.7,3.7,4.0,3.4,3.9,2023-06-06 00:26:58.536335,yr
"$78,740 /yr (est.)",78740.0,Engineering Electronic Engineer,5,1,1,"Valeo
3.9", MI,3.9,0,100,10000+ Employees,1923,Company - Private,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),3.8,3.6,3.7,3.3,3.3,2023-06-06 00:27:01.597888,yr
"$93,129 /yr (est.)",93129.0,Fuel Cell Systems Engineer I-II,5,1,1,"Blue Origin
3.5", WA,3.5,0,23,1001 to 5000 Employees,2000,Company - Private,Aerospace & Defense,Aerospace & Defense,$5 to $25 million (USD),3.7,3.8,3.3,2.7,3.7,2023-06-06 00:27:03.557966,yr
"$78,276 /yr (est.)",78276.0,Test & Validation Engineer,5,1,-1,"Valeo
3.9", MI,3.9,0,100,10000+ Employees,1923,Company - Private,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),3.8,3.6,3.7,3.3,3.3,2023-06-06 00:27:05.022394,yr
"$80,984 /yr (est.)",80984.0,"Robotics Technologist, Space Robotics Vehicle Simulation Developer",3,1,-1,"JPL/NASA
4.4", CA,4.4,0,87,5001 to 10000 Employees,1936,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,4.3,3.8,4.4,3.9,4.3,2023-06-06 00:27:06.623191,yr
"$67,257 /yr (est.)",67257.0,Quality Engineer - Exteriors,0,2,1,"General Motors
4.0", MI,4.0,0,115,10000+ Employees,1908,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),3.7,4.0,3.9,3.5,3.8,2023-06-06 00:27:08.247398,yr
"$97,093 /yr (est.)",97093.0,Analytics Engineer,3,1,1,"Jama Software
4.1", OR,4.1,0,16,201 to 500 Employees,2007,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $100 million (USD),4.1,3.9,4.0,3.9,4.1,2023-06-06 00:27:10.156105,yr
"$97,093 /yr (est.)",97093.0,Analytics Engineer,0,2,1,"Jama Software
4.1", OR,4.1,0,16,201 to 500 Employees,2007,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $100 million (USD),4.1,3.9,4.0,3.9,4.1,2023-06-06 00:27:11.760296,yr
"$107,799 /yr (est.)",107799.0,Evaluator/Test Integrator,1,1,-1,"U.S. Army Test and Evaluation Command, Army Evaluation Center (AEC)
3.8", CO,3.8,0,248,10000+ Employees,1775,Government,National Agencies,Government & Public Administration,Unknown / Non-Applicable,4.1,4.0,3.6,3.1,2.7,2023-06-06 00:27:13.981683,yr
